State,Category,Estabblishment
New Jersey,"Secondary smelting, refining, and alloying of nonferrous metal",11
New Jersey,Foundries,31
New Jersey,Ferrous metal foundries,10
New Jersey,Iron foundries,4
New Jersey,Steel investment foundries,4
New Jersey,Nonferrous metal foundries,21
New Jersey,Nonferrous metal die-casting foundries,8
New Jersey,Aluminum foundries (except die-casting),6
New Jersey,Other nonferrous metal foundries (except die-casting),7
New Jersey,Fabricated metal product ,1204
New Jersey,Forging and stamping,78
New Jersey,Forging and stamping,78
New Jersey,Iron and steel forging,5
New Jersey,Custom roll forming,11
New Jersey,"Metal crown, closure, and other metal stamping (except automotive)",59
New Jersey,Cutlery and handtool ,39
New Jersey,Cutlery and handtool ,39
New Jersey,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) ",3
New Jersey,Saw blade and handtool ,36
New Jersey,Architectural and structural metals ,287
New Jersey,Plate work and fabricated structural product ,78
New Jersey,Prefabricated metal building and component ,6
New Jersey,Fabricated structural metal ,56
New Jersey,Plate work ,16
New Jersey,Ornamental and architectural metal products ,209
New Jersey,Metal window and door ,33
New Jersey,Sheet metal work ,114
New Jersey,Ornamental and architectural metal work ,62
New Jersey,"Boiler, tank, and shipping container ",32
New Jersey,Power boiler and heat exchanger ,9
New Jersey,Power boiler and heat exchanger ,9
New Jersey,Metal tank (heavy gauge) ,12
New Jersey,Metal tank (heavy gauge) ,12
New Jersey,"Metal can, box, and other metal container (light gauge) ",11
New Jersey,Other metal container ,9
New Jersey,Hardware ,9
New Jersey,Hardware ,9
New Jersey,Hardware ,9
New Jersey,Spring and wire product ,42
New Jersey,Spring and wire product ,42
New Jersey,Spring ,4
New Jersey,Other fabricated wire product ,38
New Jersey,"Machine shops; turned product; and screw, nut, and bolt ",473
New Jersey,Machine shops,361
New Jersey,Machine shops,361
New Jersey,"Turned product and screw, nut, and bolt ",112
New Jersey,Precision turned product ,97
New Jersey,"Bolt, nut, screw, rivet, and washer ",15
New Jersey,"Coating, engraving, heat treating, and allied activities",110
New Jersey,"Coating, engraving, heat treating, and allied activities",110
New Jersey,Other fabricated metal product ,134
New Jersey,Metal heat treating,9
New Jersey,"Metal coating, engraving and allied services to manufacturers",39
New Jersey,"Electroplating, plating, polishing, anodizing, and coloring",62
New Jersey,Metal valve ,39
New Jersey,Industrial valve ,16
New Jersey,Fluid power valve and hose fitting ,10
New Jersey,Plumbing fixture fitting and trim ,3
New Jersey,Other metal valve and pipe fitting ,10
New Jersey,All other fabricated metal product ,95
New Jersey,Ball and roller bearing ,4
New Jersey,"Small arms, ordnance, and ordnance accessories ",3
New Jersey,Fabricated pipe and pipe fitting ,18
New Jersey,All other miscellaneous fabricated metal product ,69
New Jersey,Machinery ,578
New Jersey,"Agriculture, construction, and mining machinery ",15
New Jersey,Agricultural implement ,5
New Jersey,Farm machinery and equipment ,4
New Jersey,Construction machinery ,6
New Jersey,Construction machinery ,6
New Jersey,Mining and oil and gas field machinery ,4
New Jersey,Industrial machinery ,97
New Jersey,Industrial machinery ,97
New Jersey,Food product machinery ,13
New Jersey,Semiconductor machinery ,4
New Jersey,"Sawmill, woodworking, and paper machinery ",11
New Jersey,Printing machinery and equipment ,22
New Jersey,Other industrial machinery ,47
New Jersey,Commercial and service industry machinery ,66
New Jersey,Commercial and service industry machinery ,66
New Jersey,Optical instrument and lens ,17
New Jersey,Photographic and photocopying equipment ,5
New Jersey,Other commercial and service industry machinery ,44
New Jersey,"Ventilation, heating, and refrigeration equipment ",57
New Jersey,"Ventilation, heating, and refrigeration equipment ",57
New Jersey,Fan and blower and air purification equipment ,9
New Jersey,Heating equipment (except warm air furnaces) ,19
New Jersey,Air heating and refrigeration equipment,29
New Jersey,Metalworking machinery ,129
New Jersey,Metalworking machinery ,129
New Jersey,Industrial mold ,45
New Jersey,"Special die and tool, die set, jig, and fixture ",40
New Jersey,Cutting tool and machine tool accessory ,30
New Jersey,Machine tool ,8
New Jersey,Rolling mill and other metalworking machinery ,6
New Jersey,"Engine, turbine, and power transmission equipment ",28
New Jersey,"Engine, turbine, and power transmission equipment ",28
New Jersey,Turbine and turbine generator set units ,8
New Jersey,"Speed changer, industrial high-speed drive, and gear ",7
New Jersey,Mechanical power transmission equipment ,8
New Jersey,Other engine equipment ,5
New Jersey,Other general purpose machinery ,186
New Jersey,Pump and compressor ,22
New Jersey,Pump and pumping equipment ,13
New Jersey,Air and gas compressor ,9
New Jersey,Material handling equipment ,46
New Jersey,Elevator and moving stairway ,12
New Jersey,Conveyor and conveying equipment ,20
New Jersey,"Overhead traveling crane, hoist, and monorail system ",7
New Jersey,"Industrial truck, trailer, and stacker machinery ",7
New Jersey,All other general purpose machinery ,118
New Jersey,Welding and soldering equipment ,9
New Jersey,Packaging machinery ,35
New Jersey,Industrial process furnace and oven ,20
New Jersey,Fluid power cylinder and actuator ,9
New Jersey,All other miscellaneous general purpose machinery ,40
New Jersey,Computer and electronic product ,453
New Jersey,Computer and peripheral equipment ,28
New Jersey,Computer and peripheral equipment ,28
New Jersey,Electronic computer ,8
New Jersey,Computer terminal and other peripheral equipment ,19
New Jersey,Communications equipment ,69
New Jersey,Telephone apparatus ,17
New Jersey,Telephone apparatus ,17
New Jersey,Broadcasting and wireless communications equipment ,36
New Jersey,Broadcasting and wireless communications equipment ,36
New Jersey,Other communications equipment ,16
New Jersey,Other communications equipment ,16
New Jersey,Audio and video equipment ,11
New Jersey,Audio and video equipment ,11
New Jersey,Audio and video equipment ,11
New Jersey,Semiconductor and other electronic component ,135
New Jersey,Semiconductor and other electronic component ,135
New Jersey,Bare printed circuit board ,12
New Jersey,Semiconductor and related device ,25
New Jersey,"Capacitor, resistor, coil, transformer, and other inductor ",14
New Jersey,Electronic connector ,6
New Jersey,Printed circuit assembly (electronic assembly) ,20
New Jersey,Other electronic component ,58
New Jersey,"Navigational, measuring, electromedical, and control instruments ",199
New Jersey,"Navigational, measuring, electromedical, and control instruments ",199
New Jersey,Electromedical and electrotherapeutic apparatus ,28
New Jersey,"Search, detection, navigation, guidance, aeronautical, and nautical system ",27
New Jersey,Automatic environmental control,13
New Jersey,"Measuring, displaying, and controlling industrial process variables products",24
New Jersey,Totalizing fluid meter and counting device ,6
New Jersey,Instrument  for measuring and testing electricity and electrical systems,33
New Jersey,Analytical laboratory instrument ,38
New Jersey,Other measuring and controlling device ,28
New Jersey, and reproducing magnetic and optical media,11
New Jersey, and reproducing magnetic and optical media,11
New Jersey,"Software and compact disc, tape, and record reproducing",10
New Jersey,"Electrical equipment, appliance, and component ",184
New Jersey,Electric lighting equipment ,45
New Jersey,Lighting fixture ,43
New Jersey,Residential electric lighting fixture ,13
New Jersey,Electric lighting fixture ,18
New Jersey,Other lighting equipment ,12
New Jersey,Household appliance ,5
New Jersey,Small electrical appliance ,3
New Jersey,Small electrical appliance ,3
New Jersey,Electrical equipment ,65
New Jersey,Electrical equipment ,65
New Jersey,"Power, distribution, and specialty transformer ",15
New Jersey,Motor and generator ,9
New Jersey,Switchgear and switchboard apparatus ,16
New Jersey,Relay and industrial control ,25
New Jersey,Other electrical equipment and component ,69
New Jersey,Communication and energy wire and cable ,15
New Jersey,Fiber optic cable ,7
New Jersey,Other communication and energy wire ,8
New Jersey,Wiring device ,21
New Jersey,Current-carrying wiring device ,16
New Jersey,Noncurrent-carrying wiring device ,5
New Jersey,All other electrical equipment and component ,31
New Jersey,Carbon and graphite product ,4
New Jersey,All other miscellaneous electrical equipment,27
New Jersey,Transportation equipment ,125
New Jersey,Motor vehicle ,7
New Jersey,Automobile and light duty motor vehicle ,5
New Jersey,Light truck and utility vehicle ,3
New Jersey,Motor vehicle body and trailer ,14
New Jersey,Motor vehicle body and trailer ,14
New Jersey,Motor vehicle body ,9
New Jersey,Truck trailer ,3
New Jersey,Motor vehicle parts ,58
New Jersey,Motor vehicle gasoline engine and engine parts ,15
New Jersey,Motor vehicle gasoline engine and engine parts ,15
New Jersey,Motor vehicle electrical and electronic equipment ,9
New Jersey,Motor vehicle electrical and electronic equipment ,9
New Jersey,Motor vehicle brake system ,3
New Jersey,Motor vehicle brake system ,3
New Jersey,Motor vehicle seating and interior trim ,4
New Jersey,Motor vehicle seating and interior trim ,4
New Jersey,Motor vehicle metal stamping,5
New Jersey,Motor vehicle metal stamping,5
New Jersey,Other motor vehicle parts ,18
New Jersey,Other motor vehicle parts ,18
New Jersey,Aerospace product and parts ,18
New Jersey,Aerospace product and parts ,18
New Jersey,Aircraft engine and engine parts ,6
New Jersey,Other aircraft parts and auxiliary equipment ,8
New Jersey,Ship and boat building,20
New Jersey,Ship and boat building,20
New Jersey,Ship building and repairing,11
New Jersey,Boat building,9
New Jersey,Other transportation equipment ,6
New Jersey,Other transportation equipment ,6
New Jersey,All other transportation equipment ,5
New Jersey,Furniture and related product ,371
New Jersey,Household and institutional furniture and kitchen cabinet ,246
New Jersey,Wood kitchen cabinet and countertop ,159
New Jersey,Wood kitchen cabinet and countertop ,159
New Jersey,Household and institutional furniture ,87
New Jersey,Upholstered household furniture ,19
New Jersey,Nonupholstered wood household furniture ,42
New Jersey,Metal household furniture ,7
New Jersey,Household furniture (except wood and metal) ,6
New Jersey,Institutional furniture ,13
New Jersey,Office furniture (including fixtures) ,104
New Jersey,Office furniture (including fixtures) ,104
New Jersey,Wood office furniture ,8
New Jersey,Custom architectural woodwork and millwork ,66
New Jersey,Office furniture (except wood) ,8
New Jersey,"Showcase, partition, shelving, and locker ",22
New Jersey,Other furniture related product ,21
New Jersey,Mattress ,14
New Jersey,Mattress ,14
New Jersey,Blind and shade ,7
New Jersey,Blind and shade ,7
New Jersey,Miscellaneous ,794
New Jersey,Medical equipment and supplies ,331
New Jersey,Medical equipment and supplies ,331
New Jersey,Surgical and medical instrument ,42
New Jersey,Surgical appliance and supplies ,60
New Jersey,Dental equipment and supplies ,28
New Jersey,Ophthalmic goods ,20
New Jersey,Dental laboratories,181
New Jersey,Other miscellaneous ,463
New Jersey,Jewelry and silverware ,60
New Jersey,Jewelry and silverware ,60
New Jersey,Sporting and athletic goods ,26
New Jersey,Sporting and athletic goods ,26
New Jersey,"Doll, toy, and game ",11
New Jersey,"Doll, toy, and game ",11
New Jersey,Office supplies (except paper) ,24
New Jersey,Office supplies (except paper) ,24
New Jersey,Sign ,153
New Jersey,Sign ,153
New Jersey,All other miscellaneous ,189
New Jersey,"Gasket, packing, and sealing device ",24
New Jersey,Musical instrument ,12
New Jersey,"Fastener, button, needle, and pin ",10
New Jersey,"Broom, brush, and mop ",10
New Jersey,All other miscellaneous ,133
New Mexico,,1389
New Mexico,Food ,143
New Mexico,Animal food ,9
New Mexico,Animal food ,9
New Mexico,Other animal food ,8
New Mexico,Sugar and confectionery product ,13
New Mexico,Nonchocolate confectionery ,3
New Mexico,Nonchocolate confectionery ,3
New Mexico,Chocolate and chocolate confectionery ,10
New Mexico,Confectionery  from purchased chocolate,9
New Mexico,Fruit and vegetable preserving and specialty food ,22
New Mexico,Frozen food ,3
New Mexico,"Fruit and vegetable canning, pickling, and drying",19
New Mexico,Fruit and vegetable canning,7
New Mexico,Specialty canning,4
New Mexico,Dried and dehydrated food ,8
New Mexico,Dairy product ,10
New Mexico,Dairy product (except frozen) ,9
New Mexico,Fluid milk ,3
New Mexico,Cheese ,4
New Mexico,Animal slaughtering and processing,22
New Mexico,Animal slaughtering and processing,22
New Mexico,Animal (except poultry) slaughtering,8
New Mexico,Meat processed from carcasses,12
New Mexico,Bakeries and tortilla ,47
New Mexico,Bread and bakery product ,37
New Mexico,Retail bakeries,25
New Mexico,Commercial bakeries,12
New Mexico,Tortilla ,10
New Mexico,Tortilla ,10
New Mexico,Other food ,19
New Mexico,Snack food ,6
New Mexico,Roasted nuts and peanut butter ,3
New Mexico,Other snack food ,3
New Mexico,Seasoning and dressing ,7
New Mexico,"Mayonnaise, dressing, and other prepared sauce ",5
New Mexico,All other food ,5
New Mexico,Perishable prepared food ,4
New Mexico,Beverage and tobacco product ,37
New Mexico,Beverage ,36
New Mexico,Soft drink and ice ,6
New Mexico,Bottled water ,3
New Mexico,Breweries,9
New Mexico,Breweries,9
New Mexico,Wineries,19
New Mexico,Wineries,19
New Mexico,Textile mills,7
New Mexico,Textile and fabric finishing and fabric coating mills,3
New Mexico,Textile product mills,21
New Mexico,Textile furnishings mills,3
New Mexico,Other textile product mills,18
New Mexico,Textile bag and canvas mills,6
New Mexico,Textile bag and canvas mills,6
New Mexico,All other textile product mills,12
New Mexico,All other miscellaneous textile product mills,12
New Mexico,Apparel ,15
New Mexico,Cut and sew apparel ,11
New Mexico,Cut and sew apparel contractors,4
New Mexico,Cut and sew apparel contractors,4
New Mexico,"Women's, girls', and infants' cut and sew apparel ",3
New Mexico,"Women's, girls', and infants' cut and sew apparel ",3
New Mexico,Other cut and sew apparel ,3
New Mexico,Other cut and sew apparel ,3
New Mexico,Apparel accessories and other apparel ,4
New Mexico,Apparel accessories and other apparel ,4
New Mexico,Apparel accessories and other apparel ,4
New Mexico,Leather and allied product ,11
New Mexico,Other leather and allied product ,9
New Mexico,Other leather and allied product ,9
New Mexico,All other leather good and allied product ,9
New Mexico,Wood product ,58
New Mexico,Sawmills and wood preservation,8
New Mexico,Sawmills and wood preservation,8
New Mexico,Sawmills,7
New Mexico,"Veneer, plywood, and engineered wood product ",7
New Mexico,"Veneer, plywood, and engineered wood product ",7
New Mexico,Truss ,5
New Mexico,Other wood product ,43
New Mexico,Millwork,23
New Mexico,Wood window and door ,9
New Mexico,"Cut stock, resawing lumber, and planing",6
New Mexico,Other millwork (including flooring),8
New Mexico,Wood container and pallet ,4
New Mexico,Wood container and pallet ,4
New Mexico,All other wood product ,16
New Mexico,All other miscellaneous wood product ,12
New Mexico,Paper ,12
New Mexico,Converted paper product ,11
New Mexico,Paperboard container ,3
New Mexico,Corrugated and solid fiber box ,3
New Mexico,Stationery product ,4
New Mexico,Stationery product ,4
New Mexico,Other converted paper product ,3
New Mexico,Printing and related support activities,133
New Mexico,Printing and related support activities,133
New Mexico,Printing,128
New Mexico,Commercial printing (except screen and books),103
New Mexico,Commercial screen printing,24
New Mexico,Support activities for printing,5
New Mexico,Support activities for printing,5
New Mexico,Petroleum and coal products ,13
New Mexico,Petroleum and coal products ,13
New Mexico,"Asphalt paving, roofing, and saturated materials ",9
New Mexico,Asphalt paving mixture and block ,9
New Mexico,Chemical ,50
New Mexico,Basic chemical ,12
New Mexico,Other basic inorganic chemical ,3
New Mexico,Other basic inorganic chemical ,3
New Mexico,Other basic organic chemical ,6
New Mexico,All other basic organic chemical ,5
New Mexico,"Pesticide, fertilizer, and other agricultural chemical ",7
New Mexico,Fertilizer ,6
New Mexico,Nitrogenous fertilizer ,3
New Mexico,Fertilizer (mixing only) ,3
New Mexico,Pharmaceutical and medicine ,10
New Mexico,Pharmaceutical and medicine ,10
New Mexico,Medicinal and botanical ,4
New Mexico,Pharmaceutical preparation ,4
New Mexico,"Paint, coating, and adhesive ",6
New Mexico,Paint and coating ,5
New Mexico,Paint and coating ,5
New Mexico,"Soap, cleaning compound, and toilet preparation ",9
New Mexico,Soap and cleaning compound ,4
New Mexico,Polish and other sanitation good ,3
New Mexico,Toilet preparation ,5
New Mexico,Toilet preparation ,5
New Mexico,Other chemical product and preparation ,5
New Mexico,All other chemical product and preparation ,5
New Mexico,All other miscellaneous chemical product and preparation ,3
New Mexico,Plastics and rubber products ,32
New Mexico,Plastics product ,30
New Mexico,Plastics packaging and unlaminated film and sheet ,3
New Mexico,Unlaminated plastics film and sheet (except packaging) ,3
New Mexico,"Plastics pipe, pipe fitting, and unlaminated profile shape ",3
New Mexico,Polystyrene foam product ,3
New Mexico,Polystyrene foam product ,3
New Mexico,Urethane and other foam product (except polystyrene) ,4
New Mexico,Urethane and other foam product (except polystyrene) ,4
New Mexico,Other plastics product ,17
New Mexico,All other plastics product ,16
New Mexico,Nonmetallic mineral product ,111
New Mexico,Clay product and refractory ,21
New Mexico,"Pottery, ceramics, and plumbing fixture ",11
New Mexico,"Pottery, ceramics, and plumbing fixture ",11
New Mexico,Clay building material and refractories ,10
New Mexico,Clay building material and refractories ,10
New Mexico,Glass and glass product ,6
New Mexico,Glass and glass product ,6
New Mexico,Glass product  made of purchased glass,4
New Mexico,Cement and concrete product ,64
New Mexico,Ready-mix concrete ,40
New Mexico,Ready-mix concrete ,40
New Mexico,"Concrete pipe, brick, and block ",10
New Mexico,Concrete block and brick ,7
New Mexico,Concrete pipe ,3
New Mexico,Other concrete product ,12
New Mexico,Other concrete product ,12
New Mexico,Lime and gypsum product ,5
New Mexico,Gypsum product ,4
New Mexico,Gypsum product ,4
New Mexico,Other nonmetallic mineral product ,15
New Mexico,All other nonmetallic mineral product ,15
New Mexico,Cut stone and stone product ,7
New Mexico,All other miscellaneous nonmetallic mineral product ,5
New Mexico,Primary metal ,18
New Mexico,Nonferrous metal production and processing,8
New Mexico,Nonferrous metal (except aluminum) smelting and refining,4
New Mexico,Nonferrous metal (except aluminum) smelting and refining,4
New Mexico,"Nonferrous metal rolling, drawing, extruding, and alloying",3
New Mexico,Foundries,7
New Mexico,Nonferrous metal foundries,6
New Mexico,Other nonferrous metal foundries (except die-casting),3
New Mexico,Fabricated metal product ,231
New Mexico,Forging and stamping,13
New Mexico,Forging and stamping,13
New Mexico,Iron and steel forging,8
New Mexico,"Metal crown, closure, and other metal stamping (except automotive)",3
New Mexico,Cutlery and handtool ,3
New Mexico,Cutlery and handtool ,3
New Mexico,Architectural and structural metals ,67
New Mexico,Plate work and fabricated structural product ,20
New Mexico,Fabricated structural metal ,16
New Mexico,Plate work ,3
New Mexico,Ornamental and architectural metal products ,47
New Mexico,Metal window and door ,5
New Mexico,Sheet metal work ,20
New Mexico,Ornamental and architectural metal work ,22
New Mexico,"Boiler, tank, and shipping container ",12
New Mexico,Power boiler and heat exchanger ,3
New Mexico,Power boiler and heat exchanger ,3
New Mexico,Metal tank (heavy gauge) ,9
New Mexico,Metal tank (heavy gauge) ,9
New Mexico,"Machine shops; turned product; and screw, nut, and bolt ",102
New Mexico,Machine shops,90
New Mexico,Machine shops,90
New Mexico,"Turned product and screw, nut, and bolt ",12
New Mexico,Precision turned product ,11
New Mexico,"Coating, engraving, heat treating, and allied activities",10
New Mexico,"Coating, engraving, heat treating, and allied activities",10
New Mexico,"Metal coating, engraving and allied services to manufacturers",3
New Mexico,"Electroplating, plating, polishing, anodizing, and coloring",7
New Mexico,Other fabricated metal product ,20
New Mexico,All other fabricated metal product ,18
New Mexico,All other miscellaneous fabricated metal product ,14
New Mexico,Machinery ,76
New Mexico,"Agriculture, construction, and mining machinery ",25
New Mexico,Agricultural implement ,6
New Mexico,Farm machinery and equipment ,5
New Mexico,Construction machinery ,8
New Mexico,Construction machinery ,8
New Mexico,Industrial machinery ,9
New Mexico,Mining and oil and gas field machinery ,11
New Mexico,Mining machinery and equipment ,4
New Mexico,Oil and gas field machinery and equipment ,7
New Mexico,Industrial machinery ,9
New Mexico,Printing machinery and equipment ,4
New Mexico,Other industrial machinery ,3
New Mexico,Commercial and service industry machinery ,12
New Mexico,Commercial and service industry machinery ,12
New Mexico,"Ventilation, heating, and refrigeration equipment ",3
New Mexico,Optical instrument and lens ,3
New Mexico,Other commercial and service industry machinery ,8
New Mexico,"Ventilation, heating, and refrigeration equipment ",3
New Mexico,Metalworking machinery ,8
New Mexico,Metalworking machinery ,8
New Mexico,"Special die and tool, die set, jig, and fixture ",4
New Mexico,"Engine, turbine, and power transmission equipment ",4
New Mexico,"Engine, turbine, and power transmission equipment ",4
New Mexico,Other general purpose machinery ,15
New Mexico,Pump and compressor ,6
New Mexico,Air and gas compressor ,4
New Mexico,All other general purpose machinery ,8
New Mexico,All other miscellaneous general purpose machinery ,5
New Mexico,Computer and electronic product ,69
New Mexico,Communications equipment ,4
New Mexico,Broadcasting and wireless communications equipment ,3
New Mexico,Broadcasting and wireless communications equipment ,3
New Mexico,Semiconductor and other electronic component ,26
New Mexico,Semiconductor and other electronic component ,26
New Mexico,Bare printed circuit board ,4
New Mexico,Semiconductor and related device ,11
New Mexico,Printed circuit assembly (electronic assembly) ,4
New Mexico,Other electronic component ,6
New Mexico,"Navigational, measuring, electromedical, and control instruments ",34
New Mexico,"Navigational, measuring, electromedical, and control instruments ",34
New Mexico,"Search, detection, navigation, guidance, aeronautical, and nautical system ",7
New Mexico,"Measuring, displaying, and controlling industrial process variables products",4
New Mexico,Instrument  for measuring and testing electricity and electrical systems,5
New Mexico,Analytical laboratory instrument ,3
New Mexico,Other measuring and controlling device ,10
New Mexico,"Electrical equipment, appliance, and component ",19
New Mexico,Electric lighting equipment ,4
New Mexico,Lighting fixture ,4
New Mexico,Electrical equipment ,7
New Mexico,Electrical equipment ,7
New Mexico,Motor and generator ,3
New Mexico,Other electrical equipment and component ,8
New Mexico,All other electrical equipment and component ,4
New Mexico,All other miscellaneous electrical equipment,4
New Mexico,Transportation equipment ,30
New Mexico,Motor vehicle body and trailer ,8
New Mexico,Motor vehicle body and trailer ,8
New Mexico,Truck trailer ,5
New Mexico,Motor vehicle parts ,13
New Mexico,Motor vehicle electrical and electronic equipment ,4
New Mexico,Motor vehicle electrical and electronic equipment ,4
New Mexico,Other motor vehicle parts ,5
New Mexico,Other motor vehicle parts ,5
New Mexico,Aerospace product and parts ,8
New Mexico,Aerospace product and parts ,8
New Mexico,Aircraft ,3
New Mexico,Other aircraft parts and auxiliary equipment ,4
New Mexico,Furniture and related product ,103
New Mexico,Household and institutional furniture and kitchen cabinet ,80
New Mexico,Wood kitchen cabinet and countertop ,45
New Mexico,Wood kitchen cabinet and countertop ,45
New Mexico,Household and institutional furniture ,35
New Mexico,Upholstered household furniture ,5
New Mexico,Nonupholstered wood household furniture ,27
New Mexico,Office furniture (including fixtures) ,20
New Mexico,Office furniture (including fixtures) ,20
New Mexico,Custom architectural woodwork and millwork ,15
New Mexico,"Showcase, partition, shelving, and locker ",4
New Mexico,Other furniture related product ,3
New Mexico,Miscellaneous ,200
New Mexico,Medical equipment and supplies ,57
New Mexico,Medical equipment and supplies ,57
New Mexico,Surgical appliance and supplies ,9
New Mexico,Dental equipment and supplies ,6
New Mexico,Ophthalmic goods ,3
New Mexico,Dental laboratories,37
New Mexico,Other miscellaneous ,143
New Mexico,Jewelry and silverware ,71
New Mexico,Jewelry and silverware ,71
New Mexico,Sporting and athletic goods ,3
New Mexico,Sporting and athletic goods ,3
New Mexico,Sign ,29
New Mexico,Sign ,29
New Mexico,All other miscellaneous ,38
New Mexico,"Gasket, packing, and sealing device ",4
New Mexico,Musical instrument ,4
New Mexico,All other miscellaneous ,29
New Mexico ,,55
New Mexico ,Jewelry and silverware ,4
New Mexico ,Animal slaughtering and processing,4
New Mexico ,Animal slaughtering and processing,4
New Mexico ,Wood product ,4
New Mexico ,Other wood product ,3
New Mexico ,Printing and related support activities,6
New Mexico ,Printing and related support activities,6
New Mexico ,Printing,6
New Mexico ,Commercial printing (except screen and books),4
New Mexico ,Chemical ,3
New Mexico ,Nonmetallic mineral product ,11
New Mexico ,Cement and concrete product ,10
New Mexico ,Ready-mix concrete ,10
New Mexico ,Ready-mix concrete ,10
New Mexico ,Fabricated metal product ,6
New Mexico ,Machinery ,3
New Mexico ,Miscellaneous ,6
New Mexico ,Other miscellaneous ,5
New Mexico ,Jewelry and silverware ,4
New Mexico ,Food ,8
New York,,16475
New York,Food ,1990
New York,Animal food ,38
New York,Animal food ,38
New York,Dog and cat food ,7
New York,Other animal food ,31
New York,Grain and oilseed milling,24
New York,Flour milling and malt ,16
New York,Flour milling,16
New York,Sugar ,4
New York,Starch and vegetable fats and oils ,7
New York,Fats and oils refining and blending,4
New York,Sugar and confectionery product ,140
New York,Cane sugar ,4
New York,Nonchocolate confectionery ,19
New York,Nonchocolate confectionery ,19
New York,Chocolate and chocolate confectionery ,117
New York,Chocolate and confectionery  from cacao beans,18
New York,Confectionery  from purchased chocolate,99
New York,Fruit and vegetable preserving and specialty food ,82
New York,Frozen food ,26
New York,"Frozen fruit, juice, and vegetable ",5
New York,Frozen specialty food ,21
New York,"Fruit and vegetable canning, pickling, and drying",56
New York,Fruit and vegetable canning,43
New York,Specialty canning,7
New York,Dried and dehydrated food ,6
New York,Dairy product ,109
New York,Dairy product (except frozen) ,80
New York,Fluid milk ,31
New York,Cheese ,41
New York,"Dry, condensed, and evaporated dairy product ",8
New York,Ice cream and frozen dessert ,29
New York,Ice cream and frozen dessert ,29
New York,Animal slaughtering and processing,137
New York,Animal slaughtering and processing,137
New York,Animal (except poultry) slaughtering,43
New York,Meat processed from carcasses,70
New York,Rendering and meat byproduct processing,6
New York,Poultry processing,18
New York,Seafood product preparation and packaging,17
New York,Seafood product preparation and packaging,17
New York,Seafood product preparation and packaging,17
New York,Bakeries and tortilla ,1234
New York,Bread and bakery product ,1161
New York,Retail bakeries,872
New York,Commercial bakeries,267
New York,"Frozen cakes, pies, and other pastries ",22
New York,"Cookie, cracker, and pasta ",70
New York,Cookie and cracker ,31
New York,"Dry pasta, dough, and flour mixes  from purchased flour",39
New York,Tortilla ,3
New York,Tortilla ,3
New York,Other food ,209
New York,Snack food ,25
New York,Roasted nuts and peanut butter ,8
New York,Other snack food ,17
New York,Coffee and tea ,28
New York,Coffee and tea ,28
New York,Flavoring syrup and concentrate ,12
New York,Flavoring syrup and concentrate ,12
New York,Seasoning and dressing ,43
New York,"Mayonnaise, dressing, and other prepared sauce ",20
New York,Spice and extract ,23
New York,All other food ,101
New York,Perishable prepared food ,63
New York,All other miscellaneous food ,38
New York,Beverage and tobacco product ,261
New York,Beverage ,252
New York,Soft drink and ice ,64
New York,Soft drink ,31
New York,Bottled water ,13
New York,Ice ,20
New York,Breweries,39
New York,Breweries,39
New York,Wineries,136
New York,Wineries,136
New York,Distilleries,13
New York,Distilleries,13
New York,Tobacco ,9
New York,Tobacco ,9
New York,Tobacco ,9
New York,Textile mills,174
New York,"Fiber, yarn, and thread mills",10
New York,"Fiber, yarn, and thread mills",10
New York,"Fiber, yarn, and thread mills",10
New York,Fabric mills,69
New York,Broadwoven fabric mills,22
New York,Broadwoven fabric mills,22
New York,Narrow fabric mills and schiffli machine embroidery,12
New York,Narrow fabric mills and schiffli machine embroidery,12
New York,Nonwoven fabric mills,12
New York,Nonwoven fabric mills,12
New York,Knit fabric mills,23
New York,Knit fabric mills,23
New York,Textile and fabric finishing and fabric coating mills,95
New York,Textile and fabric finishing mills,90
New York,Textile and fabric finishing mills,90
New York,Fabric coating mills,5
New York,Fabric coating mills,5
New York,Textile product mills,322
New York,Textile furnishings mills,103
New York,Carpet and rug mills,6
New York,Carpet and rug mills,6
New York,Curtain and linen mills,97
New York,Curtain and linen mills,97
New York,Other textile product mills,219
New York,Textile bag and canvas mills,93
New York,Textile bag and canvas mills,93
New York,All other textile product mills,126
New York,"Rope, cordage, twine, tire cord, and tire fabric mills",5
New York,All other miscellaneous textile product mills,121
New York,Apparel ,1106
New York,Apparel knitting mills,34
New York,Hosiery and sock mills,3
New York,Hosiery and sock mills,3
New York,Other apparel knitting mills,31
New York,Other apparel knitting mills,31
New York,Cut and sew apparel ,986
New York,Cut and sew apparel contractors,486
New York,Cut and sew apparel contractors,486
New York,Men's and boys' cut and sew apparel ,67
New York,Men's and boys' cut and sew apparel ,67
New York,"Women's, girls', and infants' cut and sew apparel ",369
New York,"Women's, girls', and infants' cut and sew apparel ",369
New York,Other cut and sew apparel ,64
New York,Other cut and sew apparel ,64
New York,Apparel accessories and other apparel ,86
New York,Apparel accessories and other apparel ,86
New York,Apparel accessories and other apparel ,86
New York,Leather and allied product ,116
New York,Leather and hide tanning and finishing,36
New York,Leather and hide tanning and finishing,36
New York,Leather and hide tanning and finishing,36
New York,Footwear ,19
New York,Footwear ,19
New York,Footwear ,19
